SurveyID,Age,Gender,Type,Education,Income,Employed,FullPart,@1OwnCell,@2UsedCell,@3OwnHousePhone,@4UseFreq,BQ4a,BQ4aCont,@5UseLength,BQ5a,BQ5aCont,@6aTexting,@6bEmail,@6cInternet,@6dBank,@6eBills,@6fFacebook,@6gPics,@6hGames,@6iBuy,@7PurchOnline,BQ7a,BQ7aCont,@8CellExper,BQ8a,BQ8b,@9Comfort,BQ9a,@10Satisfaction,BQ10a,PA1,PA2,PA3,PA4,PA5,PA6,PA7,PBI1,PBI2,PBI3,PBI4,PBIUse,PBIBuy,PGL1,PGL2,PGL3,Comments,VAR00001
S4,,2,1,3,1,2,,,,1,7,6,56,3,2,0.75,1,1,1,,,1,,,,1,0,0,5,4,3,4,-1,4,0,5,3,2,3,1,4,3,5,2,4,1,6.3,2.1,6,4,6,,3
S5,,1,1,3,2,2,,10,10,1,5,4,12,3,2,0.75,1,,,,,,,,,1,0,0,3,2,1,5,0,3,-1,4,3,4,2,2,3,2,3,2,4,2,4.9,2.8,4,3,4,,3
S8,,2,1,2,2,2,,25,25,1,7,6,56,3,2,0.75,1,1,,,,,1,,,1,0,0,6,5,4,5,0,5,1,2,2,2,3,3,3,3,3,3,3,1,4.2,2.8,5,5,5,,2
S12,,2,1,2,3,2,,12,12,1,7,6,56,3,2,0.75,1,,,,,,1,,,1,0,0,4,3,2,5,0,5,1,4,1,1,1,1,3,0,4,1,4,1,5.6,1.4,5,5,5,,2
S13,,2,1,3,,2,,10,10,1,5,4,12,3,2,0.75,,,,,,,1,,,1,0,0,5,4,3,5,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,,3
S14,,2,1,3,5,1,1,10,10,1,7,6,56,3,2,0.75,1,,,,,,1,,,1,0,0,5,4,3,6,1,6,2,1,1,0,4,4,4,5,5,3,4,2,6.3,3.5,9,8,8,,3
S15,,2,1,2,3,1,2,,,1,7,6,56,3,2,0.75,1,1,,,,1,1,,,1,0,0,5,4,3,5,0,5,1,4,2,1,3,3,3,1,4,3,3,3,4.9,4.2,7,7,7,,2
S16,,2,1,3,,2,,10,10,1,7,6,56,3,2,0.75,1,,,,,,1,,,1,0,0,5,4,3,4,-1,5,1,3,2,2,2,2,3,3,4,3,3,2,4.9,3.5,4,4,4,,3
S35,,1,1,4,5,1,1,10.25,10.25,1,7,6,56,5,4,1.75,1,1,1,,,1,1,,,1,0,0,6,5,4,8,3,6,2,1,1,1,4,4,3,4,4,4,4,4,5.6,5.6,8,8,7,,4
S37,,1,1,4,5,1,1,8,8,1,5,4,12,7,6,3.5,1,,,,,,,1,,1,0,0,6,5,4,5,0,3,-1,4,4,4,2,2,4,2,4,2,4,1,5.6,2.1,5,5,4,,4
S43,,2,1,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,-3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3
S44,,1,1,3,5,2,,10,10,1,7,6,56,3,2,0.75,1,,,,,,,1,,2,1,3,,,,6,1,,,2,1,0,0,4,3,3,4,3,4,2,5.6,3.5,7,7,7,,3
S46,,2,1,2,2,2,,,,,3,2,1,,,,1,,,,,,,,,,,,4,3,2,5,0,1,,1,1,1,1,1,1,1,1,1,1,1,1.4,1.4,0,0,0,,2
S49,,2,1,3,4,1,1,15,15,1,7,6,56,7,6,3.5,1,,,,,,1,,,1,0,0,5,4,3,8,3,6,2,1,1,1,1,5,5,5,5,4,5,1,7,3.5,10,10,8,,3
S38,55,1,1,3,3,1,1,20,20,1,7,6,56,3,2,0.75,,1,,,,,,,,1,0,0,3,2,1,5,0,2,-2,1,2,2,1,1,1,1,4,1,5,1,6.3,1.4,5,1,5,,3
W051,55,2,1,3,1,2,,10,10,1,7,6,56,6,5,2.5,1,1,1,,,,1,1,,5,4,18,6,5,4,7,2,4,0,5,2,1,4,4,4,3,7,4,7,5,7,4.5,7,7,7,,4
W063,55,2,1,3,2,2,,7,7,1,7,6,56,3,2,0.75,1,,,,,,1,,,1,0,0,3,2,1,5,0,4,0,4,3,2,3,3,3,4,4,3,3,3,3.5,3,5,5,5,,4
W075,55,2,3,1,1,2,,12,12,1,6,5,28,2,1,0.25,1,1,,,,,1,1,,1,0,0,4,3,2,6,1,3,-1,3,2,3,7,4,4,3,7,7,7,7,7,7,4,5,4,,1
W102,55,1,1,4,3,2,,20,20,1,6,5,28,2,1,0.25,1,,,1,,1,1,,,2,1,3,4,3,2,7,2,4,0,3,2,2,5,5,3,7,7,2,7,4,7,3,6,4,6,,5
W123,55,2,1,3,1,2,,10,10,1,7,6,56,3,2,0.75,1,,,,,,1,1,,1,0,0,3,2,1,4,-1,3,-1,1,1,1,3,1,1,1,7,1,7,1,7,1,2,2,2,,3
W124,55,2,4,3,1,1,1,10,8,1,7,6,56,7,6,3.5,1,,,,,,,,,1,0,0,6,5,4,8,3,6,2,1,1,1,7,3,3,7,7,2,7,2,7,2,9,9,9,,4
W129,55,2,1,2,5,1,2,8,8,1,7,6,56,2,1,0.25,1,,1,,,,,,,1,0,0,5,4,3,7,2,5,1,6,6,6,6,6,4,6,6,4,6,5,6,4.5,7,7,7,,2
W140,55,2,1,3,2,2,,10,10,1,6,5,28,4,3,1.25,1,1,1,,,,1,,1,1,0,0,5,4,3,6,1,6,2,1,1,1,7,7,7,7,7,7,7,6,7,6.5,6,6,6,,3
W143,55,2,1,2,5,1,2,10,8,1,7,6,56,2,1,0.25,1,,,,,,1,,,1,0,0,4,3,2,3,-2,3,-1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2
W177,55,2,1,3,1,2,,15,15,1,7,6,56,5,4,1.75,1,1,1,1,1,1,1,1,1,2,1,3,5,4,3,8,3,6,2,1,1,1,7,7,7,7,7,7,7,7,7,7,10,10,10,,4
W217,55,1,1,1,3,1,1,10,10,1,7,6,56,3,2,0.75,1,1,,,,,1,,,1,0,0,4,3,2,7,2,5,1,5,5,6,6,6,6,5,7,4,6,5,6.5,4.5,8,8,9,,1
W237,55,2,3,0,1,1,2,20,20,1,7,6,56,7,6,3.5,,,,,,,1,1,,1,0,0,5,4,3,3,-2,4,0,4,3,1,3,3,5,7,1,3,3,1,2,2,10,10,8,,4
W266,55,2,1,2,2,2,,10,10,1,2,1,0.5,2,1,0.25,,1,,,,,,,,2,1,3,6,5,4,2,-3,2,-2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,2
W310,55,2,4,2,5,2,,8,8,1,6,5,28,2,1,0.25,1,,,,,,1,,,1,0,0,3,2,1,4,-1,4,0,4,4,3,3,3,2,1,4,1,2,1,3,1,2,2,3,,2
S20,56,1,1,2,5,1,2,6,6,1,7,6,56,3,2,0.75,,,,,1,,,,,1,0,0,5,4,3,5,0,2,-2,3,3,3,2,4,4,4,4,3,5,5,6.3,5.6,1,3,6,,2
S24,56,2,1,3,5,2,1,,,,7,6,56,5,4,1.75,1,,,,,,,1,,1,0,0,3,2,1,,,,,2,1,2,3,4,3,5,5,3,0,5,3.5,5.6,0,0,0,,3
W006,56,2,1,1,3,1,1,20,20,1,7,6,56,7,6,3.5,1,,,,,1,1,,,1,0,0,6,5,4,6,1,5,1,1,1,1,6,5,4,3,7,1,6,1,6.5,1,8,8,8,,1
W013,56,2,1,3,2,2,,8,8,1,7,6,56,2,1,0.25,1,,,,,,1,,,1,0,0,4,3,2,5,0,4,0,1,1,1,5,4,3,1,5,1,5,2,5,1.5,6,5,6,,4
W146,56,2,1,2,1,1,1,10,10,1,7,6,56,3,2,0.75,1,1,1,,,,1,,,2,1,3,4,3,2,5,0,4,0,2,2,7,4,4,3,7,7,7,7,5,7,6,10,10,5,,2
W169,56,2,1,3,5,2,,25,25,1,7,6,56,2,1,0.25,1,1,1,,,,1,,,1,0,0,4,3,2,6,1,4,0,1,1,1,4,4,4,4,1,1,7,1,4,1,10,10,10,,3
W220,56,2,1,2,1,2,,12,12,1,5,4,12,2,1,0.25,1,,1,,,,1,,,1,0,0,5,4,3,5,0,3,-1,3,3,2,3,3,3,3,3,1,3,1,3,1,3,3,3,,2
W227,56,2,1,3,1,2,,11,11,1,7,6,56,7,6,3.5,1,1,1,,,,1,,,1,0,0,5,4,3,6,1,5,1,1,1,1,6,5,2,6,7,7,7,7,7,7,6,5,6,,3
W231,56,1,1,3,1,2,,10,10,1,7,6,56,7,6,3.5,1,1,1,1,1,1,1,,,1,0,0,6,5,4,4,-1,4,0,6,5,1,5,3,5,7,7,3,7,3,7,3,10,8,10,,4
W255,56,2,1,2,1,1,1,10,10,1,7,6,56,2,1,0.25,1,1,1,,,1,1,1,1,1,0,0,6,5,4,8,3,4,0,1,1,1,7,4,5,1,7,7,7,7,7,7,10,7,10,,2
W277,56,2,1,3,2,2,,15,15,1,7,6,56,2,1,0.25,,,,,,,,,,1,0,0,5,4,3,2,-3,2,-2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,K不是符合H情r的卷,4
S26,57,1,1,4,2,2,,13,13,1,7,6,56,1,0,0,1,,,,,,,,,1,0,0,5,4,3,4,-1,4,0,3,3,4,2,3,1,4,5,3,5,1,7,2.8,2,2,7,,4
W078,57,2,1,3,3,2,,10,10,1,7,6,56,3,2,0.75,1,1,1,,,,1,,,1,0,0,5,4,3,2,-3,4,0,2,2,1,2,3,4,1,7,5,2,2,4.5,3.5,8,3,5,,4
W085,57,2,1,3,2,2,,16,16,1,6,5,28,5,4,1.75,1,1,1,,,1,1,1,1,3,2,8,5,4,3,5,0,4,0,2,2,2,4,4,3,5,5,5,5,5,5,5,5,5,5,,3
W088,57,2,3,4,4,1,1,3,3,1,5,4,12,5,4,1.75,1,,1,,,,1,1,,1,0,0,5,4,3,5,0,4,0,3,3,6,6,6,5,4,6,6,7,6,6.5,6,9,9,9,,5
W118,57,2,1,3,5,2,,5,5,1,7,6,56,5,4,1.75,1,,1,,,1,1,,,1,0,0,5,4,3,5,0,4,0,4,2,1,7,7,7,7,7,1,6,1,6.5,1,6,6,6,,3
W131,57,2,1,3,5,2,,10,5,1,5,4,12,2,1,0.25,1,,,,,,,,,2,1,3,3,2,1,4,-1,3,-1,3,1,2,3,3,1,2,7,7,7,7,7,7,8,8,8,,4
W152,57,2,3,4,5,1,2,15,15,1,7,6,56,3,2,0.75,1,1,1,,,,1,,1,4,3,13,6,5,4,8,3,6,2,1,1,1,7,7,7,7,7,7,7,7,7,7,10,10,10,,5
W243,57,1,2,3,5,1,2,14,14,1,7,6,56,5,4,1.75,1,1,1,1,,,,,,2,1,3,5,4,3,4,-1,4,0,2,1,1,3,4,4,3,4,3,4,3,4,3,5,5,2,,3
W269,57,2,2,3,1,2,,10,10,1,5,4,12,2,1,0.25,1,1,1,1,1,,1,,1,1,0,0,5,4,3,7,2,3,-1,4,3,3,3,3,5,4,7,4,7,4,7,4,10,8,10,,4
W270,57,2,1,3,1,2,,10,10,1,7,6,56,3,2,0.75,1,1,1,,,1,1,,,1,0,0,5,4,3,6,1,4,0,5,5,2,5,7,6,6,6,6,7,6,6.5,6,7,7,7,,3
S19,58,1,1,3,5,1,2,30,30,1,5,4,12,1,0,0,1,1,,,,,1,,,1,0,0,5,4,3,5,0,5,1,1,1,2,3,3,3,3,3,3,3,3,4.2,4.2,5,5,5,,3
S52,58,1,1,4,5,1,1,20,20,1,7,6,56,7,6,3.5,1,1,1,1,1,1,1,1,1,6,5,23,6,5,4,8,3,6,2,1,1,1,5,5,5,5,5,5,5,5,7,7,8,8,8,,4
S14,,2,1,3,5,1,1,10,10,1,7,6,56,3,2,0.75,1,,,,,,1,,,1,0,0,5,4,3,6,1,6,2,1,1,0,4,4,4,5,5,3,4,2,6.3,3.5,9,8,8,,3
W005,58,1,2,3,5,1,1,20,20,1,7,6,56,5,4,1.75,1,1,1,1,,,1,,,1,0,0,6,5,4,8,3,6,2,1,1,1,6,6,6,6,6,1,6,1,6,1,10,10,10,,3
W019,58,2,1,2,1,2,,3,3,1,2,1,0.5,2,1,0.25,1,,,,,,,,,2,1,3,2,1,0,4,-1,4,0,3,3,3,5,4,4,4,4,1,4,1,4,1,5,5,5,,2
W033,58,2,1,3,2,2,,6,6,1,7,6,56,3,2,0.75,1,,,,,,1,1,,1,0,0,4,3,2,5,0,5,1,1,1,1,3,2,3,2,5,4,5,4,5,4,7,6,7,,3
W038,58,2,1,3,2,2,,15,15,1,7,6,56,2,1,0.25,,,,,,,1,,,1,0,0,4,3,2,4,-1,4,0,3,3,2,5,5,5,6,7,5,7,3,7,4,7,8,8,,4
W048,58,2,1,3,3,2,,10,10,2,7,6,56,7,6,3.5,1,1,1,,,,1,1,,1,0,0,6,5,4,8,3,5,1,1,1,1,7,1,4,7,7,7,7,7,7,7,10,10,10,,3
W057,58,2,4,1,2,1,1,18,18,1,7,6,56,2,1,0.25,1,,,,,,,,,1,0,0,6,5,4,5,0,4,0,1,1,1,6,4,4,1,7,1,7,1,7,1,9,9,9,,1
W099,58,2,3,3,1,2,,15,15,1,7,6,56,4,3,1.25,1,1,1,,,1,1,,,1,0,0,6,5,4,6,1,4,0,2,2,1,7,7,7,7,7,7,7,2,7,4.5,10,7,10,,4
W154,58,2,4,3,3,1,1,8,8,1,7,6,56,2,1,0.25,,1,,,,,,,,1,0,0,5,4,3,4,-1,3,-1,3,2,2,6,5,4,5,5,2,5,2,5,2,4,4,4,,3
W176,58,2,1,2,3,2,,10,10,1,7,6,56,2,1,0.25,1,,1,,,,1,1,,1,0,0,3,2,1,5,0,2,-2,3,4,1,3,1,2,4,7,1,4,1,5.5,1,6,6,6,,2
W216,58,2,1,3,5,1,1,20,20,1,7,6,56,3,2,0.75,1,,1,,,1,1,,,1,0,0,6,5,4,8,3,4,0,1,1,1,7,7,5,7,7,7,7,7,7,7,10,10,10,,4
W217,55,1,1,1,3,1,1,10,10,1,7,6,56,3,2,0.75,1,1,,,,,1,,,1,0,0,4,3,2,7,2,5,1,5,5,6,6,6,6,5,7,4,6,5,6.5,4.5,8,8,9,,1
W226,58,2,1,2,2,1,2,15,15,1,7,6,56,7,6,3.5,1,,1,,,,1,,,1,0,0,4,3,2,8,3,4,0,1,1,1,7,7,5,7,7,5,7,7,7,6,8,9,9,,2
W238,58,2,3,3,4,1,1,3,3,1,7,6,56,2,1,0.25,1,1,1,1,,1,1,1,1,1,0,0,2,1,0,6,1,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,,3
W245,58,2,4,3,4,1,1,15,15,1,7,6,56,3,2,0.75,1,1,1,,,,1,1,,2,1,3,6,5,4,8,3,4,0,1,1,1,7,5,7,1,7,4,5,4,6,4,7,6,4,,3
W256,58,2,1,3,5,2,,5,5,1,7,6,56,2,1,0.25,1,,,,,,,,,1,0,0,4,3,2,5,0,3,-1,3,3,3,3,3,4,2,4,2,3,2,3.5,2,6,6,6,,3
W268,58,1,2,2,3,1,1,20,20,1,7,6,56,7,6,3.5,1,1,1,,,1,1,,,1,0,0,6,5,4,8,3,6,2,1,1,1,7,7,7,7,7,3,7,3,7,3,10,10,10,,2
W278,58,2,1,2,2,2,,15,15,1,7,6,56,2,1,0.25,1,,1,,,,1,,1,1,0,0,5,4,3,6,1,5,1,2,2,2,5,5,5,4,6,3,6,6,6,4.5,7,6,6,,2
W291,58,2,1,2,5,1,1,15,15,1,7,6,56,3,2,0.75,1,1,,,,,1,,,1,0,0,5,4,3,2,-3,6,2,7,7,7,7,6,4,1,6,1,6,1,6,1,9,9,9,,2
W298,58,2,1,0,5,2,,15,15,1,7,6,56,2,1,0.25,1,,,,,,1,,,1,0,0,5,4,3,6,1,4,0,1,1,1,6,6,6,7,7,1,7,1,7,1,10,6,6,,4
W300,58,1,1,3,1,2,,8,8,1,7,6,56,2,1,0.25,1,,,,,,1,1,,6,5,23,4,3,2,7,2,5,1,3,1,2,5,5,4,5,6,2,6,3,6,2.5,7,6,7,,4
W307,58,2,1,3,5,2,,11,11,1,7,6,56,2,1,0.25,1,1,,,,,,,1,2,1,3,5,4,3,4,-1,3,-1,2,1,1,2,3,3,2,1,1,2,3,1.5,2,2,4,2,,3
S18,59,2,1,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,8,3,5,1,0,1,1,0,0,3,5,5,2,5,0,7,1.4,5,4,6,,3
S25,59,1,1,3,5,2,,15,15,1,7,6,56,3,2,0.75,,,,,,,,,,1,0,0,4,3,2,5,0,5,1,1,1,2,2,3,3,2,4,3,4,1,5.6,2.8,6,5,5,,3
W045,59,2,1,2,1,2,,15,15,1,7,6,56,4,3,1.25,1,,,,,1,1,,,1,0,0,6,5,4,6,1,4,0,3,3,2,5,4,2,1,7,1,6,1,6.5,1,8,6,6,,2
W058,59,2,2,2,2,1,2,20,20,1,7,6,56,4,3,1.25,1,,,,,,1,,,1,0,0,6,5,4,4,-1,4,0,1,5,3,4,3,2,2,7,1,7,3,7,2,10,7,10,,2
W092,59,2,4,3,1,2,,14,14,1,7,6,56,2,1,0.25,1,,,,,,,,,1,0,0,3,2,1,4,-1,3,-1,2,2,2,2,2,2,3,3,1,3,1,3,1,2,2,2,,3
W151,59,2,4,3,1,1,2,8,8,1,7,6,56,3,2,0.75,1,,,,,,1,,,1,0,0,5,4,3,6,1,4,0,1,1,1,5,3,3,6,6,4,6,4,6,4,6,6,6,,3
W234,59,2,3,4,1,1,2,10,11,1,7,6,56,3,2,0.75,1,,,,,,,,,1,0,0,5,4,3,3,-2,3,-1,1,1,1,6,7,3,5,7,1,6,1,6.5,1,7,8,7,,5
W287,59,2,1,2,1,2,,10,10,1,7,6,56,2,1,0.25,1,,,,,,1,,,1,0,0,5,4,3,6,1,3,-1,1,1,1,7,5,5,4,4,6,5,5,4.5,5.5,7,7,7,,2
S27,60,2,1,2,1,2,,3.5,3.5,,7,6,56,3,2,0.75,1,,,,,,,,,1,0,0,6,5,4,6,1,5,1,2,2,2,3,3,3,1,4,3,4,2,5.6,3.5,6,5,6,,2
S32,60,2,1,3,2,2,,5,5,1,5,4,12,3,2,0.75,1,,,,1,,,,,1,0,0,4,3,2,5,0,2,-2,2,2,2,1,1,1,1,4,1,4,1,5.6,1.4,6,6,6,,3
S34,60,1,1,3,2,1,1,30,30,1,7,6,56,3,2,0.75,,,,,,,,,,1,0,0,2,1,0,5,0,2,-2,1,1,1,4,1,1,2,4,2,4,1,5.6,2.1,9,9,9,,3
S41,60,2,1,1,,1,1,10,10,1,7,6,56,5,4,1.75,1,1,1,,,1,1,,,1,0,0,6,5,4,4,-1,5,1,2,2,2,2,2,2,1,5,3,3,2,5.6,3.5,5,5,5,,1
S51,60,1,1,4,5,2,1,20,20,1,7,6,56,3,2,0.75,1,1,1,,,1,1,,,1,0,0,5,4,3,5,0,3,-1,3,3,3,3,3,2,4,5,2,5,2,7,2.8,5,5,5,,4
